Indicator Code,Indicator,Definition,Units,Category,Subcategory,Dimension,Dataset,Source,Link,Priority,Note,# Years,# Countries
unicef-m7,Refugees By Host Country,"Persons who are forced to flee their home country to escape persecution or a serious threat to their life, physical integrity or freedom. Numbers in this table refer to refugees under UNHCR mandate only. Additional Palestine refugees registered with UNRWA are present in State of Palestine, Lebanon, Syria, and Jordan but are not listed here.",Per 1 US$ GNI per capita,Migration,None,Per 1 US$ GNI per capita,unicef,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2020, UNHCR, Geneva, 2024",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m8,Refugees By Origin Country,"Persons who are forced to flee their home country to escape persecution or a serious threat to their life, physical integrity or freedom. Numbers in this table refer to refugees under UNHCR mandate only. Additional Palestine refugees registered with UNRWA are present in State of Palestine, Lebanon, Syria, and Jordan but are not listed here.",people,Migration,None,Total,unicef,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2020, UNHCR, Geneva, 2025",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m9,Refugees By Origin Country,"Persons who are forced to flee their home country to escape persecution or a serious threat to their life, physical integrity or freedom. Numbers in this table refer to refugees under UNHCR mandate only. Additional Palestine refugees registered with UNRWA are present in State of Palestine, Lebanon, Syria, and Jordan but are not listed here.",people,Migration,None,Under,unicef,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2020, UNHCR, Geneva, 2026",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m10,Internally Displaced Persons (Idps),Persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border at a given point in time.,people,Migration,None,Total,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m11,Internally Displaced Persons (Idps),Persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border at a given point in time.,people,Migration,None,IDPs,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m12,Internally Displaced Persons (Idps),Persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border at a given point in time.,%,Migration,None,Share due to conflict and violence,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m13,Internally Displaced Persons (Idps),Persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border at a given point in time.,%,Migration,None,Share due to disaster,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m14,New Internal Displacements,Number of movements of persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border in a given period.,people,Migration,None,Total,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m15,New Internal Displacements,Number of movements of persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border in a given period.,people,Migration,None,Under,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m16,New Internal Displacements,Number of movements of persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border in a given period.,%,Migration,None,Share due to conflict and violence,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
unicef-m17,New Internal Displacements,Number of movements of persons who have been forced or obliged to flee or to leave their homes or places of habitual residence and who have not crossed an internationally recognized state border in a given period.,%,Migration,None,Share due to disaster,unicef,"Internal Displacement Monitoring Centre, Global Internal Displacement Database (GIDD), IDMC, 2021.",https://www.unicef.org/reports/state-worlds-children-2021,,,1.0,44.0
wdi-AG.AGR.TRAC.NO,Agricultural machinery,Agricultural machinery refers to the number of wheel and crawler tractors (excluding garden tractors) in use in agriculture at the end of the calendar year specified or during the first quarter of the following year.,tractors,Environment,Agricultural production,tractors,wdi,"Food and Agriculture Organization, electronic files and web site.",https://data.worldbank.org/indicator/wdi-AG.AGR.TRAC.NO,1.0,,40.0,31.0
wdi-AG.CON.FERT.PT.ZS,Fertilizer consumption,"Fertilizer consumption measures the quantity of plant nutrients used per unit of arable land. Fertilizer products cover nitrogenous, potash, and phosphate fertilizers (including ground rock phosphate). Traditional nutrients--animal and plant manures--are not included. For the purpose of data dissemination, FAO has adopted the concept of a calendar year (January to December). Some countries compile fertilizer data on a calendar year basis, while others are on a split-year basis.",% of fertilizer production,Environment,Agricultural production,% of fertilizer production,wdi,"Food and Agriculture Organization, electronic files and web site.",https://data.worldbank.org/indicator/wdi-AG.CON.FERT.PT.ZS,1.0,,49.0,4.0
wdi-AG.CON.FERT.ZS,Fertilizer consumption,"Fertilizer consumption measures the quantity of plant nutrients used per unit of arable land. Fertilizer products cover nitrogenous, potash, and phosphate fertilizers (including ground rock phosphate). Traditional nutrients--animal and plant manures--are not included. For the purpose of data dissemination, FAO has adopted the concept of a calendar year (January to December). Some countries compile fertilizer data on a calendar year basis, while others are on a split-year basis. Arable land includes land defined by the FAO as land under temporary crops (double-cropped areas are counted once), temporary meadows for mowing or for pasture, land under market or kitchen gardens, and land temporarily fallow. Land abandoned as a result of shifting cultivation is excluded.",kilograms per hectare of arable land,Environment,Agricultural production,kilograms per hectare of arable land,wdi,"Food and Agriculture Organization, electronic files and web site.",https://data.worldbank.org/indicator/wdi-AG.CON.FERT.ZS,1.0,,49.0,24.0
